Region Code,Region,Name,Type,Address,CAP,City,State,ID,Longitude,Latitude
50,Veneto,Ulss N.5 Polesana,Ulss,V.Le Tre Martiri 89,45100,Rovigo,Italy,EKA884,11.8102568,45.0760602
50,Veneto,Ulss N.6 Euganea,Ulss,Via E. Degli Scrovegni 14,35131,Padova,Italy,YPG650,11.8846965,45.4127245
50,Veneto,Ulss N.7 Pedemontana,Ulss,Via Dei Lotti 40,36061,Bassano Del Grappa,Italy,LTU805,11.747005,45.7487652
50,Veneto,Ulss N.8 Berica,Ulss,V.Le Rodolfi 37,36100,Vicenza,Italy,VZX103,11.5509008,45.5558671
50,Veneto,Ulss N.9 Scaligera,Ulss,Via Valverde 42,37122,Verona,Italy,UHJ139,10.9868569,45.43520880000001
80,Emilia Romagna,Usl Bologna,Usl,Via Castiglione 29,40124,Bologna,Italy,ACS370,11.346797,44.4897727
80,Emilia Romagna,Usl Cesena,Usl,P.Zza Leonardo Sciascia 111/2,47522,Cesena,Italy,VKC530,12.2363668,44.1449006
80,Emilia Romagna,Usl Della Asl Romagna,Usl,Via De Gasperi 8,48100,Ravenna,Italy,VNY701,12.1980114,44.4140521
80,Emilia Romagna,Usl Ferrara,Usl,Via A.Cassoli 30,44100,Ferrara,Italy,CCJ364,11.6087525,44.840613
80,Emilia Romagna,Usl Ferrara,Usl,Via A.Cassoli 30,44121,Ferrara,Italy,NWM296,11.6087525,44.840613
80,Emilia Romagna,Usl Forli',Usl,Corso Repubblica 171/D,47100,Forli',Italy,XWO807,12.0408403,44.21720819999999
80,Emilia Romagna,Usl Imola,Usl,Viale  Amendola 2,40026,Imola,Italy,YCO359,11.7077899,44.367849
80,Emilia Romagna,Usl Modena,Usl,Via S.Giovanni Del Cantone 23,41100,Modena,Italy,DBL376,10.931823,44.6469614
80,Emilia Romagna,Usl Paasl Roma Rma,Usl,Strada Del Quartiere 2/A,43123,Parma,Italy,CBI640,12.5364378,41.9432522
80,Emilia Romagna,Usl Piacenza,Usl,Corso Vittorio Emanuele Ii° 169,29100,Piacenza,Italy,FKW519,9.6757469,45.0571943
80,Emilia Romagna,Usl Piacenza,Usl,Via Antonio Anguissola 15,29121,Piacenza,Italy,NFT196,9.6757469,45.0571943
80,Emilia Romagna,Usl Ravenna,Usl,Via A. De Gasperi 8,48100,Ravenna,Italy,IJL566,12.199185,44.4148112
80,Emilia Romagna,Usl Reggio Emilia,Usl,Via Amendola 2,42122,Reggio Nell'Emilia,Italy,BCI780,10.6644117,44.6870353
80,Emilia Romagna,Usl Rimini,Usl,Via Coriano 38,47037,Rimini,Italy,YZI446,12.5790856,44.0404685
90,Toscana,Usl Toscana Centro,Usl,Piazza Santa Maria Nuova 1,50122,Firenze,Italy,HSQ431,11.0914171,43.879728
90,Toscana,Usl Toscana Nord-Ovest,Usl,Via Cocchi 7/9,56124,Pisa,Italy,USH749,10.4400613,43.6835734
90,Toscana,Usl Toscana Sud-Est,Usl,Via Curtatone 54,52100,Arezzo,Italy,TAR468,11.8694026,43.4587425
60,Friuli Venezia Giulia,Aas Bassa Friulana,Aas,Via Natisone-Fraz. Jalmicco,33057,Palmanova,Italy,NXE277,13.001729,45.7689572
60,Friuli Venezia Giulia,Aas Bassa Friulana,Aas,Via Natisone 11,33057,Palmanova,Italy,VIQ661,13.001729,45.7689572
60,Friuli Venezia Giulia,Aas Bassa Friulana - Isontina,Aas,Via Vittorio Veneto 174,34170,Gorizia,Italy,YLS825,13.6328513,45.9336174
50,Veneto,Aulss Bassano Del Grappa,Aulss,Via Dei Lotti 40,36061,Bassano Del Grappa,Italy,WYH864,11.747005,45.7487652
50,Veneto,Aulss Belluno,Aulss,Via Feltre  57,32100,Belluno,Italy,FUN163,12.2054365,46.13739899999999
50,Veneto,Aulss Belluno,Aulss,Via Feltre 57,32100,Belluno,Italy,FJS367,12.2054365,46.13739899999999
10,Piemonte,Asl Biella,Asl,Via Marconi 23,13900,Biella,Italy,GPM568,8.0606819,45.5663582
10,Piemonte,Asl Biella,Asl,Via Dei Ponderanesi 2,13875,Ponderano,Italy,UJM101,8.0606819,45.5663582
50,Veneto,Asl Bussolengo,Asl,Via Citella 52,37012,Bussolengo,Italy,EVB608,10.8452735,45.4655279
50,Veneto,Asl Bussolengo,Asl,Via Citella 0,37012,Bussolengo,Italy,EAD776,10.8452735,45.4655279
50,Veneto,Asl Bussolengo,Asl,C. A. Dalla Chiesa 0,37012,Bussolengo,Italy,DVP984,10.8452735,45.4655279
200,Sardegna,Asl Cagliari,Asl,Via Logudoro 17,9100,Cagliari,Italy,AFG496,9.1195884,39.2120511
200,Sardegna,Assl Carbonia,Assl,Via Dalmazia,9016,Iglesias,Italy,MER976,8.5162168,39.1725603
200,Sardegna,Assl Carbonia,Assl,Via Dalmazia 83,9013,Carbonia,Italy,JZH768,8.5162168,39.1725603
70,Liguria,Asl Chiavarese,Asl,Via C.B.Ghio 9,16043,Chiavari,Italy,DOG795,9.3250646,44.3198971
70,Liguria,Asl Chiavarese,Asl,Via G.B.Ghio 9,16043,Chiavari,Italy,IVG462,9.3250646,44.3198971
50,Veneto,Aulss Chioggia,Aulss,Strada Madonna Marina 500,30015,Chioggia,Italy,NGT902,12.2969163,45.2001352
100,Umbria,Usl Citta' Di Castello,Usl,Via Luigi Angelini 10,6012,Citta` Di Castello,Italy,PWX631,12.2534788,43.474059
50,Veneto,Aulss Cittadella,Aulss,Via Casa Di Ricovero  40,35010,Cittadella,Italy,MTN706,11.7870199,45.6473489
50,Veneto,Aulss Cittadella,Aulss,Via Casa Di Ricovero 40,35013,Cittadella,Italy,MBP455,11.7870199,45.6473489
10,Piemonte,Asl Cuneo Cn1,Asl,Via Carlo Boggio 12,12100,Cuneo,Italy,NPZ990,7.542958400000001,44.3828805
